label,text
Zabıta Müdürlüğü,"Belediyeye iletmek istiyorum: Kaldırımlarda izinsiz tezgah açan satıcılar yayaları engelliyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Zabıta Müdürlüğü,"Sayın yetkili, Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Belediyeye iletmek istiyorum: Belediyede eğitim seminerleri artırılmalı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Su ve Kanalizasyon Müdürlüğü,"Yağmur sonrası rögarlar taştı, yollarda su birikti. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: Kiosk ekranı çalışmıyor, hizmet alamadım. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Ruhsat ve Denetim Müdürlüğü,Gıda satışı yapan yerler denetlenmiyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Veteriner İşleri Müdürlüğü,"Merhaba, Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
Temizlik İşleri Müdürlüğü,"Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: E-devlet üzerinden belge alamıyorum, hata veriyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Dava süreciyle ilgili bilgi talep ettim, dönüş olmadı. Bu konuda ivedilikle işlem yapılması bekleniyor."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Gençlik merkezinde spor aletleri eksik. Gerekli kontrollerin yapılmasını rica ediyoruz."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Haşere ilaçlaması düzenli yapılmıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Park ve Bahçeler Müdürlüğü,"Belediyeye iletmek istiyorum: Çimler uzun süredir biçilmiyor, park bakımsız halde. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Ana boru patladı, sokak sular altında kaldı. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Mali Hizmetler Müdürlüğü,Geçmiş borç bilgilerine ulaşamıyorum. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Duraklarda güneşlik veya oturak yok. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, E-devlet üzerinden belge alamıyorum, hata veriyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Zabıta Müdürlüğü,Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Mahallemizde başıboş köpekler çocukları korkutuyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Ulaşım Hizmetleri Müdürlüğü,"Bisiklet yolu çizgileri silinmiş durumda. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Mahallemizde başıboş köpekler çocukları korkutuyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Sosyal Yardım İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Evsiz bir vatandaş haftalardır sokakta kalıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Su sayaçları bozuk, fatura çok yüksek geldi. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Hukuk İşleri Müdürlüğü,"Belediyeden gelen cezaya itiraz etmek istiyorum, bilgi verilmiyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Fen İşleri Müdürlüğü,"Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Su ve Kanalizasyon Müdürlüğü,"Sayın yetkili, Mahallede su basıncı çok düşük, duş alamıyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Bisiklet yolu çizgileri silinmiş durumda. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Personel hizmet içi eğitim almalı, yetersizlik görülüyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Evsiz bir vatandaş haftalardır sokakta kalıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Sosyal Yardım İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Yaşlı annem için evde bakım desteği talep ediyorum. Gerekli kontrollerin yapılmasını rica ediyoruz.
Mali Hizmetler Müdürlüğü,Belediyeye iletmek istiyorum: Online ödeme sisteminde borç gözükmüyor. Sürekli ertelenen bu sorun artık kronik hale geldi.
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Parkta oturacak bank yok, yaşlılar dinlenemiyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Belediyede eğitim seminerleri artırılmalı. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Yaşlı annem için evde bakım desteği talep ediyorum. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Temizlik İşleri Müdürlüğü,"Merhaba, Geri dönüşüm kutuları düzenli toplanmadığı için çöpler yerlere atılıyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Zabıta Müdürlüğü,"Merhaba, Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Komşularla birlikte imza toplayarak şikayet oluşturduk.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Yeni alımlar hakkında bilgiye ulaşamıyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Gıda satışı yapan yerler denetlenmiyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Temizlik İşleri Müdürlüğü,"Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Sürekli ertelenen bu sorun artık kronik hale geldi."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Fen İşleri Müdürlüğü,"Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Personel sayısı yetersiz olduğu için işlemler çok yavaş ilerliyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Belediyede eğitim seminerleri artırılmalı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Mahallede su basıncı çok düşük, duş alamıyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Hukuk İşleri Müdürlüğü,"Merhaba, Resmi itiraz dilekçeme hala yanıt verilmedi. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Zabıta Müdürlüğü,Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Gerekli kontrollerin yapılmasını rica ediyoruz.
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Kanalizasyon tıkanıklığı nedeniyle kötü koku var. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İmar ve Şehircilik Müdürlüğü,"Merhaba, İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Kültür ve Sosyal İşler Müdürlüğü,"Merhaba, Kurslara kayıt olmak istiyorum ama kontenjan dolu. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Park ve Bahçeler Müdürlüğü,"Belediyeye iletmek istiyorum: Park içi aydınlatmalar çalışmıyor, gece güvenli değil. Bu konuda ivedilikle işlem yapılması bekleniyor."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Ağaçların dalları elektrik tellerine temas ediyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Duraklarda güneşlik veya oturak yok. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Kültür ve Sosyal İşler Müdürlüğü,"Belediyeye iletmek istiyorum: Kadınlara yönelik atölye çalışmaları artırılmalı. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Kültür ve Sosyal İşler Müdürlüğü,Belediyeye iletmek istiyorum: Gençlik merkezinde spor aletleri eksik. Bu konuda ivedilikle işlem yapılması bekleniyor.
Temizlik İşleri Müdürlüğü,"Merhaba, Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Hukuk İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Dava süreciyle ilgili bilgi talep ettim, dönüş olmadı. Bu konuda ivedilikle işlem yapılması bekleniyor."
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Gerekli kontrollerin yapılmasını rica ediyoruz."
Ruhsat ve Denetim Müdürlüğü,"Merhaba, Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Hukuki destek almak istiyorum ama ulaşamıyorum. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Duraklarda güneşlik veya oturak yok. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Kültür ve Sosyal İşler Müdürlüğü,Kadınlara yönelik atölye çalışmaları artırılmalı. Gerekli kontrollerin yapılmasını rica ediyoruz.
Temizlik İşleri Müdürlüğü,"Merhaba, Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Yağmur sonrası rögarlar taştı, yollarda su birikti. Bu konuda ivedilikle işlem yapılması bekleniyor."
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Haşere ilaçlaması düzenli yapılmıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Mahallemizde başıboş köpekler çocukları korkutuyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Kültür ve Sosyal İşler Müdürlüğü,"Kurslara kayıt olmak istiyorum ama kontenjan dolu. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Bu konuda ivedilikle işlem yapılması bekleniyor."
Çevre Koruma ve Kontrol Müdürlüğü,Mahallede kimyasal atık kokusu hissediliyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Zabıta Müdürlüğü,Belediyeye iletmek istiyorum: Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Kadınlara yönelik atölye çalışmaları artırılmalı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: Kiosk ekranı çalışmıyor, hizmet alamadım. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Hukuki destek almak istiyorum ama ulaşamıyorum. Bu konuda ivedilikle işlem yapılması bekleniyor.
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Park içi aydınlatmalar çalışmıyor, gece güvenli değil. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İnsan Kaynakları ve Eğitim Müdürlüğü,Personel sayısı yetersiz olduğu için işlemler çok yavaş ilerliyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Fen İşleri Müdürlüğü,"Sayın yetkili, Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Bu konuda ivedilikle işlem yapılması bekleniyor."
Veteriner İşleri Müdürlüğü,"Merhaba, Mahallemizde başıboş köpekler çocukları korkutuyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Bilgi İşlem Müdürlüğü,Randevu sistemine giriş yapılamıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Kültür ve Sosyal İşler Müdürlüğü,"Gençlik merkezinde spor aletleri eksik. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,"Merhaba, Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Bisiklet yolu çizgileri silinmiş durumda. Bu konuda ivedilikle işlem yapılması bekleniyor."
Fen İşleri Müdürlüğü,"Sayın yetkili, Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Sahipsiz hayvanlar için mama-su kabı bırakılmalı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Park ve Bahçeler Müdürlüğü,Belediyeye iletmek istiyorum: Ağaçların dalları elektrik tellerine temas ediyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Mali Hizmetler Müdürlüğü,"Merhaba, Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
İmar ve Şehircilik Müdürlüğü,"İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Park ve Bahçeler Müdürlüğü,"Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Gerekli kontrollerin yapılmasını rica ediyoruz."
Ruhsat ve Denetim Müdürlüğü,"Belediyeye iletmek istiyorum: Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Çevre Koruma ve Kontrol Müdürlüğü,"Belediyeye iletmek istiyorum: Haşere ilaçlaması düzenli yapılmıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Riskli yapı olarak bildirilen bina hâlâ boşaltılmadı. Gerekli kontrollerin yapılmasını rica ediyoruz."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Su sayaçları bozuk, fatura çok yüksek geldi. Sürekli ertelenen bu sorun artık kronik hale geldi."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediye çalışanı vatandaşa karşı saygısız davrandı. Sürekli ertelenen bu sorun artık kronik hale geldi.
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Sosyal Yardım İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Evsiz bir vatandaş haftalardır sokakta kalıyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Ruhsat ve Denetim Müdürlüğü,"Yan binadaki kafe ruhsatsız çalışıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Bilgi İşlem Müdürlüğü,"Merhaba, Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Sürekli ertelenen bu sorun artık kronik hale geldi."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Gençlik merkezinde spor aletleri eksik. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Resmi itiraz dilekçeme hala yanıt verilmedi. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Veteriner İşleri Müdürlüğü,Hayvan saldırısı sonrası müdahale ekibi gelmedi. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Zabıta Müdürlüğü,Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
İmar ve Şehircilik Müdürlüğü,"Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Çevre Koruma ve Kontrol Müdürlüğü,Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Ruhsat ve Denetim Müdürlüğü,"Merhaba, Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Zabıta Müdürlüğü,"Sayın yetkili, Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Hukuk İşleri Müdürlüğü,"Hukuki destek almak istiyorum ama ulaşamıyorum. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Fen İşleri Müdürlüğü,"Merhaba, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Temizlik İşleri Müdürlüğü,Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Belediyede eğitim seminerleri artırılmalı. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Belediyede eğitim seminerleri artırılmalı. Gerekli kontrollerin yapılmasını rica ediyoruz.
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Temizlik İşleri Müdürlüğü,"Merhaba, Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyede eğitim seminerleri artırılmalı. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Zabıta Müdürlüğü,"Sayın yetkili, Gece geç saatlerde açık olan işletmelerden yüksek ses geliyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Hukuk İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Hukuki destek almak istiyorum ama ulaşamıyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ruhsat ve Denetim Müdürlüğü,"Merhaba, Yeni açtığım iş yeri için ruhsat başvurum beklemede. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Zabıta Müdürlüğü,Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Ulaşım Hizmetleri Müdürlüğü,Belediyeye iletmek istiyorum: Bisiklet yolu çizgileri silinmiş durumda. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Zabıta Müdürlüğü,"Sayın yetkili, Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Bilgi İşlem Müdürlüğü,"Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Sayın yetkili, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Fatura kesiminde isim yanlış yazılmış. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Otobüs şoförleri kaba davranıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Fen İşleri Müdürlüğü,"Sayın yetkili, Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Bilgi İşlem Müdürlüğü,Mobil uygulama üzerinden şikayet gönderilemiyor. Gerekli kontrollerin yapılmasını rica ediyoruz.
Temizlik İşleri Müdürlüğü,"Sayın yetkili, Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Mali Hizmetler Müdürlüğü,Geçmiş borç bilgilerine ulaşamıyorum. Bu konuda ivedilikle işlem yapılması bekleniyor.
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Hayvan saldırısı sonrası müdahale ekibi gelmedi. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Zabıta Müdürlüğü,"Kaldırımlarda izinsiz tezgah açan satıcılar yayaları engelliyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Zabıta Müdürlüğü,"Sayın yetkili, Gece geç saatlerde açık olan işletmelerden yüksek ses geliyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Duraklarda güneşlik veya oturak yok. Bu konuda ivedilikle işlem yapılması bekleniyor."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Personel hizmet içi eğitim almalı, yetersizlik görülüyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Çevre Koruma ve Kontrol Müdürlüğü,Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
Veteriner İşleri Müdürlüğü,"Merhaba, Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Sürekli ertelenen bu sorun artık kronik hale geldi."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Park içi aydınlatmalar çalışmıyor, gece güvenli değil. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ulaşım Hizmetleri Müdürlüğü,"Belediyeye iletmek istiyorum: Toplu taşıma saatleri yetersiz, işe geç kalıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
